target,k_size,f_size,lr
-0.001478246762417,4.31648385243556,60.3907825791688,0.000753014797772
-0.001591326901689,7.17312835948686,48.952044528716,0.000281053945707
-0.001736598205753,3.06975786487799,60.7346593214482,0.002420184652602
-0.001889338600449,5.86839743336143,59.3622169869882,0.000128416237608
-0.001952594378963,5.79858491027071,50.2234710583685,0.000224304203575
-0.002103271195665,7.14490449775089,45.7578744823062,0.001652234806996
-0.002112317830324,5.99555153822939,39.5321690857565,0.000253779427953
-0.002318567829207,5.84428995352358,53.0024277040906,0.004710527798061
-0.002494713058695,6.60162246721079,36.0170562257235,0.000101132310692
-0.002666775137186,4.45929603007338,60.4650047532501,0.001733220197811
-0.003287380794063,7.39058718195473,25.8137079871128,0.000371137172659
-0.004523457959294,3.73377945408557,30.5119634863283,0.001014152088211
-0.004693366121501,3.33167417214221,28.7161387678149,0.00376383355935
-0.005536845885217,3.65014286059139,29.8132162521447,0.000291732882916
-0.006178128998727,3.34104674208352,32.4490675817575,0.003841449375348
-0.006746036466211,7.81631264220356,34.9540294203306,0.001822161100137
-0.007255431264639,7.21015446179803,42.5354549769168,0.001329315819687
-0.007308458443731,6.55762379314236,60.3051777062312,0.001330282523524
-0.007389712613076,4.19923879573793,56.6477824715217,0.00498832017126
-0.007563192397356,4.43191940746989,60.325312814872,0.002586514517205
-0.007581504993141,3.24976729473044,35.8806049372913,0.005405374418564
-0.00765010388568,4.91051376015759,37.6419489478408,0.00416703236423
-0.008139848709106,5.04068401380641,43.7627014905823,0.002446567104406
-0.0083815054968,7.47303331751924,58.0666793102098,0.000941937692561
-0.008620820008218,4.35104131014879,47.8105509940126,0.002598430344895
-0.008758716285229,7.91408556865223,19.8220517295161,0.001897967228175
-0.009051072411239,6.94639664225744,29.4613116190914,0.001121937465119
-0.010368962772191,3.29958844756106,22.5498508317129,0.001301300211833
-0.010401848703623,4.58691972979138,35.271020006538,0.006257001742411
-0.010854566469789,3.67539579023366,22.0638169331026,0.005106055440201
-0.012750722467899,4.0581405800003,48.5841055811148,0.002728911927785
-0.012883330695331,6.64306006925346,50.8602904902986,0.002027411512665
-0.013173656538129,4.72780363521524,24.9404901461282,0.004027997994884
-0.013282286003232,7.51700957643942,44.1546419440957,0.001460999571048
-0.013484661467373,4.26162872285162,25.7580752637275,0.007463875955343
-0.013821952044964,6.93964616912752,24.8324896781183,0.006159108652745
-0.013843142427504,3.77794998694109,26.9207136642241,0.009478304165664
-0.013979190960527,7.30013974341444,27.8181312449462,0.005434427536982
-0.014952094294131,3.09323644686471,42.9294505242741,0.008026263459538
-0.016509892418981,7.63754290198017,23.9370014616128,0.003542882011481
-0.016734736040235,3.99050744542439,22.7385730525712,0.008027371229888
-0.01685949228704,5.09597257201647,41.8632032321611,0.006883673053928
-0.016918374225497,7.23327871248124,45.6301741546534,0.003013738697821
-0.017496936023235,4.63322450886048,45.6229558537948,0.00531787521235
-0.017570959404111,5.94652768451642,23.0429715954789,0.007027607764207
-0.017845900729299,3.53747064553046,18.1384901701486,0.002334522452218
-0.017964623868466,5.08652401183564,48.1824404885633,0.005631029301613
-0.018213095143437,3.2668127255854,39.5955116454562,0.005783764294371
-0.018373804166913,6.9930179557602,42.2246471689779,0.002928616632168
-0.018718827515841,6.75471217013669,45.9362659386692,0.003554093585581
-0.018856024369598,5.11746355682567,38.5718411524516,0.004771935436039
-0.019519174471498,3.88098127787528,16.7209110756219,0.003387429386232
-0.019593983888626,3.84915209782284,17.8746295951784,0.008793610783951
-0.019969595596194,5.10096840000566,18.5876450595401,0.006822781481998
-0.020042333751917,3.1310549343886,16.9542464243102,0.000380234231406
-0.020120421424508,3.35011071859611,16.8916577045157,0.004914816598277
-0.020479280501604,3.07910621423278,45.9212855580065,0.009301428614063
-0.020648486912251,5.13350504674016,25.5313546445013,0.003499127773767
-0.022122792899609,5.93416670328041,29.7076615213933,0.007525215460656
-0.022479496896267,3.00201012445679,60.0928853429212,0.009769915575408
-0.022741744294763,6.1973044043997,25.2848455659197,0.005294236060325
-0.023089522495866,7.9866142522574,49.1630520408124,0.001806171032619
-0.023233694955707,6.77731526301233,19.168008290659,0.007563374265766
-0.023375671356917,7.04745346063291,22.287848550924,0.003512892861565
-0.024269957095385,4.30157549289271,19.1937511049975,0.008067070181059
-0.025440895929933,6.93692004401459,41.550300175236,0.001831507770329
-0.02549278922379,5.07027993909784,20.9120525837356,0.006974561561505
-0.028062893077731,4.7863488000125,58.5252207669172,0.009094497994106
-0.028064416721463,7.74744629353536,21.507806701762,0.004554130121451
-0.029316645115614,7.52696159354325,56.5472533788267,0.004652814631586
-0.029841357842088,5.9100708997354,61.1251591520016,0.008800436645677
-0.0298842638731,5.89872609622899,63.4535754117975,0.003863397608973
-0.031553842127323,7.54297751546548,37.4988892564434,0.003006780068899
-0.032604329288006,4.56712089079621,62.4765556345311,0.006953993895126
-0.032734706997871,6.45938556975237,41.5919336787048,0.00322360474696
-0.033559579402208,6.73560821368592,57.4500090188526,0.005606778316505
-0.034774489700794,7.83638165000136,19.4547654250954,0.005724194573007
-0.035030327737331,5.84425718543241,45.1038141593599,0.003241887852289
-0.036331381648779,6.86089014771623,51.2831662378561,0.009087376939785
-0.036847211420536,4.61340498418373,57.4950126426208,0.006740809028797
-0.036880008876324,7.94430544453247,52.0069271173584,0.00750683997836
-0.038347247987986,7.47943109098033,28.9565388047213,0.004338102779726
-0.03857084363699,7.74508160343808,45.6053611360796,0.009506743580546
-0.038744188845158,5.87355752354051,55.7845987830733,0.006317954363243
-0.038759868592024,7.86901038963626,36.6518689994207,0.0068102288252
-0.039062298834324,7.10159703114118,45.9401478747919,0.005154432016613
-0.040387682616711,6.32035707921024,61.8613876259774,0.004760134335299
-0.04160663112998,5.63857323154373,57.0351012494753,0.008041394731646
-0.050792697817087,7.73985105608841,17.0331906531615,0.00828844316459
-0.050793126225472,7.03695644354762,22.6852646680364,0.004037000686157
-0.050793450325728,7.0355259780939,27.182765144369,0.003939820376235
-0.050795122981072,7.66297731518582,22.5825159821861,0.00699849979875
-0.050795752555132,7.57803174883137,42.7193530333675,0.006451505468569
-0.050799779593945,5.16838174494729,44.4871075934386,0.00809286923596
-0.050809290260077,5.10553812502526,20.7206480239864,0.00958310634849
-0.050813488662243,5.42995333548455,34.7203702787798,0.006082673780908
-0.050815526396036,6.66571262643756,43.4794488251971,0.005238215111894
-0.050819549709559,5.92879635729144,29.4008165925347,0.009698997908365
-0.05082405731082,6.7754109423384,57.199064148594,0.007010766759628
-0.050827365368605,5.90679463636629,25.3806150932473,0.009703197891974
-0.050829563289881,7.20589336866137,39.459170697993,0.009792777539809
-0.050830632448196,6.31720748909224,62.3123222631225,0.00625478763007
-0.050842314958572,7.39999144281716,54.2866625900112,0.009048035362681
-0.050844255834818,6.62998992675226,52.0389809505355,0.008844730302938
-0.050849437713623,7.86891769179161,34.0758551077972,0.006086689399643
-0.050862293690443,7.46444354262576,31.1317505485779,0.005820786431317
-0.050997573882341,4.0508700495742,46.2264403370351,0.007552279982014
-0.051004990935326,5.57444556029154,47.8621429705499,0.009451488084309
-0.051201794296503,6.72667215453251,42.4455145176591,0.006725405645187
-0.053626447916031,7.63090713353227,42.378300232411,0.009195461012773
